frame_index,mode,stamp_sec,stamp_nanosec,frame_id,visualization_path,tx,ty,tz,qx,qy,qz,qw,rot_x_deg,rot_y_deg,rot_z_deg,delta_rot_x_deg,delta_rot_y_deg,delta_rot_z_deg,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
86,track,1784531428,597031947,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000086.png,0.01668872,-0.04557378,0.47729433,0.69304222,-0.08879142,-0.10701886,0.70735818,88.64639282,1.30202615,-15.93487263,-0.10299540,-0.15025930,-0.29569429,0.96132535,0.02832894,-0.27395174,0.01668872,-0.27447343,0.01647841,-0.96145290,-0.04557378,-0.02272267,0.99946153,0.02361667,0.47729433,-0.00000000,0.00000000,0.00000000,1.00000000
87,track,1784531428,647329950,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000087.png,0.01654677,-0.04582366,0.47736883,0.69404954,-0.08887113,-0.10474898,0.70670003,88.80828094,1.13405335,-15.75159454,0.15825780,0.17922947,0.17224903,0.96225840,0.02469028,-0.27101234,0.01654677,-0.27141386,0.01464540,-0.96235079,-0.04582366,-0.01979166,0.99958664,0.02079393,0.47736883,-0.00000000,0.00000000,0.00000000,1.00000000
88,track,1784531428,713829257,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000088.png,0.01626795,-0.04572358,0.47750410,0.69410753,-0.08943700,-0.10397226,0.70668626,88.82910919,1.02726495,-15.73288345,0.02049731,0.01648982,0.10715396,0.96238077,0.02279377,-0.27074361,0.01626795,-0.27110910,0.01480862,-0.96243423,-0.04572358,-0.01792818,0.99962926,0.02043111,0.47750410,-0.00000000,0.00000000,0.00000000,1.00000000
89,track,1784531428,780604518,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000089.png,0.01672390,-0.04578578,0.47751787,0.69432032,-0.08859352,-0.10493516,0.70644116,88.84571075,1.17723143,-15.74419212,0.01682053,-0.00823588,-0.15016639,0.96227878,0.02523644,-0.27088931,0.01672390,-0.27128538,0.01381544,-0.96239936,-0.04578578,-0.02054510,0.99958479,0.02014058,0.47751787,-0.00000000,0.00000000,0.00000000,1.00000000
90,track,1784531428,847194056,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000090.png,0.01612646,-0.04590679,0.47757399,0.69443089,-0.08988579,-0.10503934,0.70615369,88.88978577,1.08518171,-15.85690594,0.04620690,-0.11452723,0.08975792,0.96177369,0.02350889,-0.27283135,0.01612646,-0.27318653,0.01346467,-0.96186632,-0.04590679,-0.01893885,0.99963164,0.01937226,0.47757399,-0.00000000,0.00000000,0.00000000,1.00000000
91,track,1784531428,914384235,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000091.png,0.01612769,-0.04604859,0.47729078,0.69571292,-0.09013364,-0.10192358,0.70531625,89.09927368,0.84077644,-15.61785793,0.20597717,0.23424129,0.24898294,0.96297413,0.01836240,-0.26896444,0.01612769,-0.26919076,0.01118968,-0.96302134,-0.04604859,-0.01467378,0.99976742,0.01571833,0.47729078,-0.00000000,0.00000000,0.00000000,1.00000000
92,track,1784531428,963594703,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000092.png,0.01629366,-0.04611564,0.47761825,0.69551831,-0.08846717,-0.10386416,0.70543617,89.03402710,1.12668240,-15.64357471,-0.06475721,-0.02121688,-0.28627542,0.96277070,0.02347795,-0.26929456,0.01629366,-0.26959988,0.01093281,-0.96290988,-0.04611564,-0.01966303,0.99966323,0.01685541,0.47761825,-0.00000000,0.00000000,0.00000000,1.00000000
93,track,1784531429,30367619,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000093.png,0.01637811,-0.04582019,0.47735420,0.69381428,-0.08960009,-0.10429776,0.70690560,88.78579712,1.03418839,-15.77338982,-0.24588457,-0.13133630,0.09028935,0.96218669,0.02312565,-0.27140403,0.01637811,-0.27178878,0.01548713,-0.96223187,-0.04582019,-0.01804900,0.99961126,0.02118678,0.47735420,-0.00000000,0.00000000,0.00000000,1.00000000
94,track,1784531429,97363102,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000094.png,0.01666531,-0.04581492,0.47741142,0.69296682,-0.08845259,-0.10593446,0.70763773,88.62754059,1.23960114,-15.81783009,-0.15730806,-0.04007209,-0.20630911,0.96190709,0.02733699,-0.27200273,0.01666531,-0.27251559,0.01714959,-0.96199805,-0.04581492,-0.02163341,0.99947780,0.02394603,0.47741142,-0.00000000,0.00000000,0.00000000,1.00000000
95,track,1784531429,163803434,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000095.png,0.01661000,-0.04569121,0.47752261,0.69368076,-0.08890391,-0.10468631,0.70706713,88.75028229,1.11824358,-15.74962044,0.12140498,0.06526574,0.12295504,0.96227282,0.02469859,-0.27095968,0.01661000,-0.27138212,0.01569519,-0.96234316,-0.04569121,-0.01951578,0.99957031,0.02180577,0.47752261,-0.00000000,0.00000000,0.00000000,1.00000000
96,track,1784531429,230492017,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000096.png,0.01651061,-0.04580806,0.47737443,0.69426876,-0.08718077,-0.10610132,0.70649338,88.80894470,1.38328171,-15.72691059,0.05809564,0.02847699,-0.26447988,0.96228313,0.02886591,-0.27051076,0.01651061,-0.27097329,0.01346632,-0.96249205,-0.04580806,-0.02414045,0.99949121,0.02078027,0.47737443,-0.00000000,0.00000000,0.00000000,1.00000000
97,track,1784531429,297171140,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000097.png,0.01674436,-0.04600371,0.47752756,0.69412243,-0.08816622,-0.10665853,0.70643097,88.80548859,1.34666336,-15.85272217,-0.00050693,-0.12651609,0.03399208,0.96170050,0.02829738,-0.27263469,0.01674436,-0.27308986,0.01363553,-0.96189129,-0.04600371,-0.02350152,0.99950516,0.02084099,0.47752756,-0.00000000,0.00000000,0.00000000,1.00000000
98,track,1784531429,347089742,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000098.png,0.01656461,-0.04599393,0.47753796,0.69466203,-0.08955207,-0.10402858,0.70611840,88.91974640,1.03486300,-15.74604988,0.11232081,0.10012916,0.31395301,0.96231610,0.02249610,-0.27099797,0.01656461,-0.27132958,0.01324503,-0.96239477,-0.04599393,-0.01806077,0.99965781,0.01884972,0.47753796,-0.00000000,0.00000000,0.00000000,1.00000000
99,track,1784531429,413710773,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000099.png,0.01618263,-0.04591932,0.47755712,0.69490325,-0.09068039,-0.10361513,0.70579773,88.98152924,0.91683233,-15.80270672,0.06267852,-0.05886691,0.11694153,0.96208107,0.02023440,-0.27200884,0.01618263,-0.27229059,0.01274620,-0.96213001,-0.04591932,-0.01600104,0.99971259,0.01777245,0.47755712,-0.00000000,0.00000000,0.00000000,1.00000000
100,track,1784531429,480329348,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000100.png,0.01666057,-0.04594287,0.47769147,0.69387829,-0.08879298,-0.10382184,0.70701468,88.77947235,1.06138802,-15.66881943,-0.20453684,0.13641372,-0.14215550,0.96267277,0.02358404,-0.26963514,0.01666057,-0.27002990,0.01550736,-0.96272635,-0.04594287,-0.01852364,0.99960017,0.02129684,0.47769147,-0.00000000,0.00000000,0.00000000,1.00000000
101,track,1784531429,530741886,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000101.png,0.01670040,-0.04582980,0.47749314,0.69353890,-0.08888178,-0.10344266,0.70739198,88.72732544,1.01617217,-15.64507103,-0.05257727,0.02277567,0.04571274,0.96279836,0.02306303,-0.26923138,0.01670040,-0.26963472,0.01660623,-0.96281886,-0.04582980,-0.01773460,0.99959469,0.02220700,0.47749314,-0.00000000,0.00000000,0.00000000,1.00000000
102,track,1784531429,597112782,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000102.png,0.01613552,-0.04588388,0.47745425,0.69499683,-0.08987666,-0.10336221,0.70584553,88.97978210,0.96231931,-15.71674061,0.25365427,-0.07283805,0.05224822,0.96247602,0.02098748,-0.27055073,0.01613552,-0.27084324,0.01259089,-0.96254057,-0.04588388,-0.01679484,0.99969906,0.01780269,0.47745425,-0.00000000,0.00000000,0.00000000,1.00000000
103,track,1784531429,649010012,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000103.png,0.01630207,-0.04597627,0.47733524,0.69517416,-0.09016968,-0.10429709,0.70549589,89.01407623,1.01881421,-15.81741238,0.03607790,-0.09963652,-0.05827900,0.96198231,0.02179504,-0.27223781,0.01630207,-0.27252933,0.01170951,-0.96207565,-0.04597627,-0.01778071,0.99969250,0.01720406,0.47733524,-0.00000000,0.00000000,0.00000000,1.00000000
104,track,1784531429,697126940,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000104.png,0.01645372,-0.04595712,0.47746742,0.69435722,-0.09042038,-0.10404509,0.70630515,88.88914490,0.96033847,-15.81793976,-0.12492300,-0.00153297,0.05845863,0.96199673,0.02140704,-0.27221751,0.01645372,-0.27254298,0.01408506,-0.96203995,-0.04595712,-0.01676027,0.99967027,0.01938407,0.47746742,-0.00000000,0.00000000,0.00000000,1.00000000
105,track,1784531429,763629243,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000105.png,0.01672192,-0.04588399,0.47726011,0.69336230,-0.08929626,-0.10617055,0.70710874,88.70762634,1.20015383,-15.90467453,-0.17971811,-0.08204929,-0.24145396,0.96150720,0.02631886,-0.27351353,0.01672192,-0.27397734,0.01595263,-0.96160328,-0.04588399,-0.02094509,0.99952489,0.02254928,0.47726011,-0.00000000,0.00000000,0.00000000,1.00000000
106,track,1784531429,814097319,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000106.png,0.01637548,-0.04552587,0.47734120,0.69317180,-0.08854933,-0.10437948,0.70765591,88.66214752,1.11052167,-15.69640541,-0.04951509,0.20615681,0.09429745,0.96252710,0.02496970,-0.27003059,0.01637548,-0.27048901,0.01723529,-0.96256816,-0.04552587,-0.01938103,0.99953818,0.02334340,0.47734120,-0.00000000,0.00000000,0.00000000,1.00000000
107,track,1784531429,863829780,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000107.png,0.01658679,-0.04585181,0.47745562,0.69396061,-0.08823457,-0.10448476,0.70690614,88.78120422,1.16144550,-15.67854404,0.11868521,0.01904550,-0.05049429,0.96259445,0.02525917,-0.26976365,0.01658679,-0.27018419,0.01500268,-0.96269113,-0.04585181,-0.02026964,0.99956691,0.02126606,0.47745562,-0.00000000,0.00000000,0.00000000,1.00000000
108,track,1784531429,930368206,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000108.png,0.01635116,-0.04596274,0.47748917,0.69409138,-0.08931667,-0.10407727,0.70670193,88.82408142,1.04501343,-15.73188400,0.04384327,-0.05578734,0.11526980,0.96238011,0.02311534,-0.27071869,0.01635116,-0.27109081,0.01480966,-0.96243924,-0.04596274,-0.01823790,0.99962163,0.02051880,0.47748917,-0.00000000,0.00000000,0.00000000,1.00000000
109,track,1784531429,980470234,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000109.png,0.01620794,-0.04594811,0.47752619,0.69409347,-0.08994611,-0.10359354,0.70669109,88.83737183,0.95568597,-15.74265385,0.01346776,-0.01259406,0.08908647,0.96235526,0.02155521,-0.27093530,0.01620794,-0.27127904,0.01500483,-0.96238321,-0.04594811,-0.01667908,0.99965358,0.02028740,0.47752619,-0.00000000,0.00000000,0.00000000,1.00000000
110,track,1784531430,30392448,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualization/000110.png,0.01676531,-0.04607990,0.47755492,0.69437313,-0.08689605,-0.10512710,0.70657152,88.81990051,1.32929075,-15.62313271,-0.02027101,0.12704338,-0.37110746,0.96279383,0.02788299,-0.26879126,0.01676531,-0.26923594,0.01358805,-0.96297777,-0.04607990,-0.02319840,0.99951732,0.02058953,0.47755492,-0.00000000,0.00000000,0.00000000,1.00000000
