frame_index,mode,stamp_sec,stamp_nanosec,frame_id,visualization_path,tx,ty,tz,qx,qy,qz,qw,rot_x_deg,rot_y_deg,rot_z_deg,delta_rot_x_deg,delta_rot_y_deg,delta_rot_z_deg,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
98,track,1784510364,300955861,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000098.png,0.04030449,0.00048016,0.51133257,0.00067842,-0.66261500,0.00587628,0.74893689,-3.17989874,-82.98845673,3.71199059,0.07205598,0.13793726,-0.35790947,0.12181313,-0.00970096,-0.99250543,0.04030449,0.00790290,0.99993002,-0.00880371,0.00048016,0.99252099,-0.00677134,0.12188143,0.51133257,-0.00000000,-0.00000000,-0.00000000,1.00000000
99,track,1784510364,367551076,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000099.png,0.04012843,0.00086253,0.51143497,-0.00021361,-0.66159731,0.00853072,0.74981081,-5.32349348,-82.81247711,5.99872732,0.12600310,0.15417482,0.29504046,0.12443192,-0.01251017,-0.99214894,0.04012843,0.01307553,0.99985439,-0.01096757,0.00086253,0.99214143,-0.01160823,0.12457756,0.51143497,-0.00000000,-0.00000000,-0.00000000,1.00000000
100,track,1784510364,434218866,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000100.png,0.04001229,0.00003436,0.51160610,0.00133693,-0.66265708,0.00457962,0.74890774,-1.91297889,-83.00197601,2.39326859,-0.16674715,-0.16160394,-0.45595077,0.12172882,-0.00863123,-0.99252552,0.04001229,0.00508762,0.99995446,-0.00807199,0.00003436,0.99254984,-0.00406705,0.12176738,0.51160610,-0.00000000,-0.00000000,-0.00000000,1.00000000
101,track,1784510364,500975805,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000101.png,0.03966934,0.00043568,0.51130289,0.00090342,-0.66155231,0.00620478,0.74987280,-3.14650393,-82.82598877,3.72359037,0.08688035,0.16841578,0.17183708,0.12461947,-0.01050087,-0.99214870,0.03966934,0.00811031,0.99992144,-0.00956456,0.00043568,0.99217105,-0.00685475,0.12469503,0.51130289,-0.00000000,-0.00000000,-0.00000000,1.00000000
102,track,1784510364,550918108,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000102.png,0.03990576,-0.00007552,0.51158315,0.00198380,-0.66215360,0.00403133,0.74935466,-1.10096943,-82.92781067,1.58927393,-0.07209563,-0.09210906,-0.26817831,0.12307228,-0.00866892,-0.99235946,0.03990576,0.00341466,0.99995971,-0.00831196,-0.00007552,0.99239141,-0.00236567,0.12309710,0.51158315,-0.00000000,-0.00000000,-0.00000000,1.00000000
103,track,1784510364,617581029,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000103.png,0.04002986,0.00052363,0.51135147,0.00098945,-0.66237998,0.00497091,0.74915093,-2.38526964,-82.95728302,2.86912656,-0.01420596,-0.03421800,0.15627810,0.12245569,-0.00875866,-0.99243498,0.04002986,0.00613719,0.99994874,-0.00806786,0.00052363,0.99245465,-0.00510286,0.12250334,0.51135147,-0.00000000,-0.00000000,-0.00000000,1.00000000
104,track,1784510364,684223476,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000104.png,0.03993633,0.00110980,0.51179236,-0.00124810,-0.66258121,0.00710930,0.74895525,-5.28876591,-82.96415710,5.76457834,-0.02997106,-0.03052243,0.35355070,0.12187080,-0.00899511,-0.99250484,0.03993633,0.01230307,0.99989587,-0.00755152,0.00110980,0.99246943,-0.01129060,0.12196898,0.51179236,-0.00000000,-0.00000000,-0.00000000,1.00000000
105,track,1784510364,750948866,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000105.png,0.03957077,0.00077992,0.51154345,0.00018354,-0.66348785,0.00725210,0.74815190,-4.47078657,-83.11180878,5.07436132,0.13296664,-0.13989787,-0.09608226,0.11946218,-0.01109485,-0.99277639,0.03957077,0.01060784,0.99989480,-0.00989808,0.00077992,0.99278182,-0.00934883,0.11956751,0.51154345,-0.00000000,-0.00000000,-0.00000000,1.00000000
106,track,1784510364,800890325,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000106.png,0.03984830,-0.00004961,0.51172060,0.00200008,-0.66117823,0.00348149,0.75021815,-0.73069203,-82.77947235,1.17571938,-0.13050611,0.35298237,-0.46354777,0.12566215,-0.00786853,-0.99204147,0.03984830,0.00257897,0.99996775,-0.00760485,-0.00004961,0.99206948,-0.00160286,0.12567860,0.51172060,-0.00000000,-0.00000000,-0.00000000,1.00000000
107,track,1784510364,867643438,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000107.png,0.03983974,-0.00015369,0.51234198,0.00205307,-0.66059011,0.00317285,0.75073725,-0.49955556,-82.69001770,0.92384619,-0.01874564,0.08978035,-0.03090746,0.12722094,-0.00747638,-0.99184585,0.03983974,0.00205151,0.99997139,-0.00727461,-0.00015369,0.99187207,-0.00110936,0.12723283,0.51234198,-0.00000000,-0.00000000,-0.00000000,1.00000000
108,track,1784510364,934221994,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000108.png,0.03916119,0.00024030,0.51359302,-0.00202555,-0.65733302,0.00355573,0.75358915,-3.25640488,-82.18137360,3.38066649,-0.31991938,0.49859491,0.33849016,0.13580100,-0.00269615,-0.99073207,0.03916119,0.00802208,0.99996644,-0.00162181,0.00024030,0.99070346,-0.00772755,0.13581827,0.51359302,-0.00000000,-0.00000000,-0.00000000,1.00000000
109,track,1784510365,881227,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000109.png,0.04019949,0.00103590,0.50861514,0.00344101,-0.63765484,0.00438903,0.77030200,-0.09087545,-79.23572540,0.72812933,0.53843391,2.95767784,-0.32827020,0.18675365,-0.01115006,-0.98234296,0.04019949,0.00237344,0.99993771,-0.01089868,0.00103590,0.98240381,-0.00029623,0.18676868,0.50861514,-0.00000000,-0.00000000,-0.00000000,1.00000000
110,track,1784510365,50914288,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000110.png,0.03966063,0.00192412,0.51298964,-0.00158043,-0.63757181,0.00884603,0.77033854,-4.19470072,-79.19300842,4.78604317,-0.11745314,0.01504520,0.76027298,0.18684749,-0.01161357,-0.98231977,0.03966063,0.01564419,0.99983841,-0.00884512,0.00192412,0.98226440,-0.01371498,0.18699922,0.51298964,-0.00000000,-0.00000000,-0.00000000,1.00000000
111,track,1784510365,117556677,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000111.png,0.04065705,-0.00093922,0.51334065,0.00614301,-0.61536872,-0.00197551,0.78821301,2.85931778,-75.94404602,-2.51908875,-0.12690318,3.25902700,-1.53791833,0.24263462,-0.00444616,-0.97010702,0.04065705,-0.01067465,0.99991667,-0.00725276,-0.00093922,0.97005910,0.01211525,0.24256714,0.51334065,-0.00000000,-0.00000000,-0.00000000,1.00000000
112,track,1784510365,167553305,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000112.png,0.03930134,0.00038287,0.51418877,-0.00124435,-0.60641825,0.00122307,0.79514396,-0.74993575,-74.66078186,0.74818438,-0.43956357,1.30087674,0.80017143,0.26451066,-0.00043582,-0.96438205,0.03930134,0.00345425,0.99999386,0.00049540,0.00038287,0.96437669,-0.00346234,0.26451072,0.51418877,-0.00000000,-0.00000000,-0.00000000,1.00000000
113,track,1784510365,234221300,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000113.png,0.03693590,0.00077961,0.51537651,-0.00483753,-0.59093350,0.00024509,0.80670577,-1.53766215,-72.44285583,1.16111922,-0.38865083,2.21564388,0.15368108,0.30159482,0.00532191,-0.95342082,0.03693590,0.00611276,0.99995297,0.00751518,0.00077961,0.95341671,-0.00809468,0.30154833,0.51537651,-0.00000000,-0.00000000,-0.00000000,1.00000000
114,track,1784510365,284249382,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000114.png,0.03527010,-0.00034167,0.51467657,-0.00226899,-0.57850796,-0.00357463,0.81566578,0.07526492,-70.69196320,-0.55558103,-0.02389762,1.75737703,-0.52082914,0.33063132,0.00845669,-0.94372159,0.03527010,-0.00320614,0.99996412,0.00783730,-0.00034167,0.94375473,0.00043434,0.33064678,0.51467657,-0.00000000,-0.00000000,-0.00000000,1.00000000
115,track,1784510365,350911404,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000115.png,0.03617116,0.00219768,0.51309270,-0.00677010,-0.55926704,-0.00481555,0.82894599,-0.89343232,-68.01311493,-0.06290606,-0.50331676,2.67831659,0.18112965,0.37439427,0.01555625,-0.92713851,0.03617116,-0.00041105,0.99986190,0.01661035,0.00219768,0.92726970,-0.00583782,0.37434915,0.51309270,-0.00000000,-0.00000000,-0.00000000,1.00000000
116,track,1784510365,417552804,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000116.png,0.03717752,0.00131756,0.51303965,-0.00629644,-0.55008870,-0.00695848,0.83505356,-0.41516885,-66.75051117,-0.68137670,-0.09516022,1.26500559,-0.22449036,0.39470786,0.01854862,-0.91861880,0.03717752,-0.00469419,0.99982375,0.01817120,0.00131756,0.91879493,-0.00286026,0.39472559,0.51303965,-0.00000000,-0.00000000,-0.00000000,1.00000000
117,track,1784510365,467642930,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000117.png,0.03798903,0.00271438,0.51276916,-0.00770748,-0.53908926,0.00082639,0.84221303,-1.89806044,-65.23634338,1.32720721,0.36324671,1.49445379,0.85234302,0.41876402,0.00691805,-0.90806800,0.03798903,0.00970204,0.99987966,0.01209159,0.00271438,0.90804350,-0.01387376,0.41864672,0.51276916,-0.00000000,-0.00000000,-0.00000000,1.00000000
118,track,1784510365,534220135,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000118.png,0.03845912,0.00258104,0.51144379,-0.00793370,-0.52151495,0.00272317,0.85320097,-2.05741978,-62.85704422,1.62307942,0.11115610,2.37316227,0.21385759,0.45602927,0.00362826,-0.88995659,0.03845912,0.01292189,0.99985909,0.01069765,0.00258104,0.88987124,-0.01637850,0.45591837,0.51144379,-0.00000000,-0.00000000,-0.00000000,1.00000000
119,track,1784510365,600893442,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000119.png,0.03875927,0.00288929,0.50705099,-0.00644533,-0.50035775,0.00561519,0.86577660,-1.92516565,-60.03420639,1.85552394,0.34182888,2.81658983,0.21757872,0.49922103,-0.00327306,-0.86646765,0.03875927,0.01617293,0.99985367,0.00554115,0.00288929,0.86632401,-0.01677971,0.49920115,0.50705099,-0.00000000,-0.00000000,-0.00000000,1.00000000
120,track,1784510365,650927021,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000120.png,0.04021111,0.00311547,0.51176167,-0.00918152,-0.49205843,0.00843920,0.87047291,-2.69725466,-58.92498016,2.63481498,-0.09655451,1.09268081,0.43925992,0.51561445,-0.00565649,-0.85680121,0.04021111,0.02372788,0.99968874,0.00767930,0.00311547,0.85649246,-0.02428977,0.51558834,0.51176167,-0.00000000,-0.00000000,-0.00000000,1.00000000
121,track,1784510365,700929444,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000121.png,0.04096607,0.00232896,0.51081324,-0.00391823,-0.46447468,0.00707310,0.88554949,-1.36136758,-55.34344101,1.62914765,0.47806719,3.60018539,-0.40379101,0.56842637,-0.00888733,-0.82268530,0.04096607,0.01616699,0.99986905,0.00036894,0.00232896,0.82257569,-0.01351020,0.56849569,0.51081324,-0.00000000,-0.00000000,-0.00000000,1.00000000
122,track,1784510365,767556955,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000122.png,0.04156668,0.00279095,0.50876081,-0.00610291,-0.45655289,0.00716015,0.88964659,-1.70908892,-54.31675720,1.79907465,-0.20771243,1.02387869,0.12349365,0.58301640,-0.00716742,-0.81242800,0.04156668,0.01831260,0.99982274,0.00432081,0.00279095,0.81225443,-0.01739692,0.58304435,0.50876081,-0.00000000,-0.00000000,-0.00000000,1.00000000
123,track,1784510365,817598398,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000123.png,0.04153428,0.00284873,0.50856489,-0.00590043,-0.45789003,0.00462005,0.88897729,-1.45247459,-54.49385834,1.34353030,-0.11342068,-0.17002404,-0.26977012,0.58063072,-0.00281076,-0.81416142,0.04153428,0.01361772,0.99988741,0.00625966,0.00284873,0.81405354,-0.01472173,0.58060372,0.50856489,-0.00000000,-0.00000000,-0.00000000,1.00000000
124,track,1784510365,884226920,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000124.png,0.04135834,0.00307812,0.50850666,-0.00789487,-0.45716479,0.00737130,0.88931650,-2.04547310,-54.39127350,2.00090528,-0.05790122,0.09103104,0.38517579,0.58189201,-0.00589233,-0.81324399,0.04135834,0.02032932,0.99976641,0.00730220,0.00307812,0.81301230,-0.02078194,0.58187592,0.50850666,-0.00000000,-0.00000000,-0.00000000,1.00000000
125,track,1784510365,934233011,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000125.png,0.04136996,0.00321322,0.50914609,-0.00878988,-0.45939183,0.00726367,0.88816059,-2.20911169,-54.67643738,2.07931995,-0.09987006,-0.28665721,0.03512563,0.57781273,-0.00482660,-0.81615430,0.04136996,0.02097860,0.99973965,0.00893982,0.00321322,0.81590015,-0.02228746,0.57776368,0.50914609,-0.00000000,-0.00000000,-0.00000000,1.00000000
126,track,1784510366,886200,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000126.png,0.04095519,0.00287175,0.50859016,-0.00505962,-0.45983389,0.00625050,0.88796860,-1.46262610,-54.74319839,1.56386602,0.32589424,-0.05637636,-0.29993767,0.57702726,-0.00644732,-0.81669855,0.04095519,0.01575365,0.99987036,0.00323710,0.00287175,0.81657326,-0.01473403,0.57705414,0.50859016,-0.00000000,-0.00000000,-0.00000000,1.00000000
127,track,1784510366,51020484,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000127.png,0.04089620,0.00341122,0.50930524,-0.00782834,-0.45909014,0.00898897,0.88830972,-2.19442129,-54.63563538,2.29311800,-0.13635698,0.09452470,0.42461163,0.57831073,-0.00878215,-0.81576848,0.04089620,0.02315778,0.99971557,0.00565439,0.00341122,0.81548816,-0.02216156,0.57834965,0.50930524,-0.00000000,-0.00000000,-0.00000000,1.00000000
128,track,1784510366,117569957,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000128.png,0.04079656,0.00371183,0.50967801,-0.00844849,-0.45866275,0.00799138,0.88853437,-2.20958567,-54.58146286,2.17069340,-0.11500915,0.05675885,-0.06883232,0.57912916,-0.00645122,-0.81520945,0.04079656,0.02195125,0.99972922,0.00768274,0.00371183,0.81494051,-0.02234434,0.57911396,0.50967801,-0.00000000,-0.00000000,-0.00000000,1.00000000
129,track,1784510366,184235143,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000129.png,0.04097551,0.00375951,0.51073754,-0.00624793,-0.45235395,0.00929797,0.89176822,-1.89620018,-53.77220535,2.15621710,0.30179703,0.80895483,0.02264721,0.59057879,-0.01093071,-0.80690503,0.04097551,0.02223580,0.99974871,0.00273136,0.00375951,0.80667388,-0.01955544,0.59067351,0.51073754,-0.00000000,-0.00000000,-0.00000000,1.00000000
130,track,1784510366,250912756,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000130.png,0.04153699,0.00332785,0.51149708,-0.00784334,-0.42867744,0.00887018,0.90338004,-1.97230208,-50.74870300,2.06062722,-0.15068543,3.02376747,0.03959716,0.63231391,-0.00930176,-0.77465558,0.04153699,0.02275081,0.99971926,0.00656604,0.00332785,0.77437848,-0.02177602,0.63234788,0.51149708,-0.00000000,-0.00000000,-0.00000000,1.00000000
131,track,1784510366,300885910,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000131.png,0.03971936,0.00262883,0.51172352,-0.00620986,-0.39738163,0.00636250,0.91761041,-1.37775373,-46.81972122,1.39104605,0.07942595,3.94034290,-0.32363835,0.68409473,-0.00674122,-0.72936124,0.03971936,0.01661194,0.99984157,0.00633968,0.00262883,0.72920448,-0.01645323,0.68409818,0.51172352,-0.00000000,-0.00000000,-0.00000000,1.00000000
132,track,1784510366,367551883,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000132.png,0.03779193,0.00298132,0.51077789,-0.00625583,-0.35241789,0.00673013,0.93579763,-1.25409937,-41.26172638,1.29628086,0.06072354,5.55802107,0.06249933,0.75151271,-0.00818675,-0.65966713,0.03779193,0.01700540,0.99983078,0.00696466,0.00298132,0.65949988,-0.01645212,0.75152451,0.51077789,-0.00000000,-0.00000000,-0.00000000,1.00000000
133,track,1784510366,434209486,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000133.png,0.03265576,0.00202845,0.51054502,0.00123120,-0.30358079,0.00733581,0.95277667,-0.14807323,-35.34565735,0.92944455,0.86950356,5.92056322,-0.17082554,0.81556988,-0.01472634,-0.57847071,0.03265576,0.01323123,0.99988896,-0.00680023,0.00202845,0.57850796,-0.00210800,0.81567383,0.51054502,-0.00000000,-0.00000000,-0.00000000,1.00000000
134,track,1784510366,500893246,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000134.png,0.02667600,0.00152627,0.51204151,0.00241854,-0.24783082,0.00396755,0.96879220,0.17763685,-28.69928741,0.42384487,0.03222895,6.64632082,-0.42923963,0.87712854,-0.00888627,-0.48017329,0.02667600,0.00648867,0.99995637,-0.00665278,0.00152627,0.48021278,0.00271947,0.87714756,0.51204151,-0.00000000,-0.00000000,-0.00000000,1.00000000
135,track,1784510366,617602850,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000135.png,0.02097896,0.00002002,0.51176769,0.00869562,-0.14477231,0.00547804,0.98941165,0.93423373,-16.65297890,0.49771163,0.78885818,12.04640484,0.03444785,0.95802236,-0.01335787,-0.28638300,0.02097896,0.00832227,0.99978828,-0.01879332,0.00002002,0.28657451,0.01562087,0.95793009,0.51176769,-0.00000000,-0.00000000,-0.00000000,1.00000000
136,track,1784510366,684216289,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000136.png,0.02008462,0.00158006,0.50086880,0.00687888,-0.11701742,0.00233686,0.99310327,0.77267361,-13.44154549,0.17858726,-0.25461686,3.20564914,-0.36324582,0.97260338,-0.00625142,-0.23238817,0.02008462,0.00303155,0.99989396,-0.01420988,0.00158006,0.23245333,0.01311589,0.97251862,0.50086880,-0.00000000,-0.00000000,-0.00000000,1.00000000
137,track,1784510366,750926775,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000137.png,0.02269366,0.00051028,0.50779486,0.00574981,-0.07256304,0.00659269,0.99732548,0.60872155,-8.32651138,0.71316910,-0.04226563,5.12111473,0.46185547,0.98938280,-0.01398460,-0.14466169,0.02269366,0.01231563,0.99984646,-0.01242572,0.00051028,0.14481412,0.01051200,0.98940253,0.50779486,-0.00000000,-0.00000000,-0.00000000,1.00000000
138,track,1784510366,767584975,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000138.png,0.02374510,0.00068939,0.50781763,0.00810349,-0.07235474,0.00481337,0.99733448,0.89562523,-8.30265617,0.48803243,0.25429535,0.02138701,-0.22302231,0.98948371,-0.01077376,-0.14424531,0.02374510,0.00842840,0.99982184,-0.01686041,0.00068939,0.14440213,0.01546714,0.98939776,0.50781763,-0.00000000,-0.00000000,-0.00000000,1.00000000
139,track,1784510366,817563730,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000139.png,0.02712317,0.00015680,0.50808710,0.01068798,-0.04587035,0.00341779,0.99888438,1.21060717,-5.26208782,0.33645105,0.29179421,3.03776312,-0.19871193,0.99576896,-0.00780850,-0.09156491,0.02712317,0.00584740,0.99974769,-0.02166574,0.00015680,0.09171176,0.02103846,0.99556285,0.50808710,-0.00000000,-0.00000000,-0.00000000,1.00000000
140,track,1784510366,867645773,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000140.png,0.02814282,-0.00000688,0.50710839,0.01239884,-0.03841797,0.00325421,0.99917954,1.40961719,-4.40775061,0.31895769,0.19726065,0.85374081,-0.03549450,0.99702740,-0.00745579,-0.07669181,0.02814282,0.00555037,0.99967092,-0.02502747,-0.00000688,0.07685394,0.02452721,0.99674010,0.50710839,-0.00000000,-0.00000000,-0.00000000,1.00000000
141,track,1784510366,934216950,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000141.png,0.03395753,0.00041186,0.50909746,0.01052760,-0.00345582,0.00192606,0.99993676,1.20564926,-0.39832851,0.21653143,-0.21531987,4.00563240,-0.20144020,0.99996918,-0.00392467,-0.00687032,0.03395753,0.00377909,0.99977040,-0.02106727,0.00041186,0.00695209,0.02104047,0.99975389,0.50909746,-0.00000000,-0.00000000,-0.00000000,1.00000000
142,track,1784510367,878358,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000142.png,0.03611360,0.00039952,0.51083630,0.00960762,0.02037732,0.00433274,0.99973685,1.11176395,2.33030748,0.51923406,-0.09314641,2.73435712,0.24526945,0.99913245,-0.00827166,0.04082745,0.03611360,0.00905473,0.99977732,-0.01903369,0.00039952,-0.04066035,0.01938667,0.99898428,0.51083630,-0.00000000,-0.00000000,-0.00000000,1.00000000
143,track,1784510367,67654600,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000143.png,0.03662343,-0.00009762,0.51155818,0.01242365,0.03308171,0.00315492,0.99937046,1.43799424,3.78674531,0.40929180,0.33033532,1.45399964,-0.13798408,0.99779177,-0.00548389,0.06620044,0.03662343,0.00712784,0.99967080,-0.02462300,-0.00009762,-0.06604309,0.02504029,0.99750191,0.51155818,-0.00000000,-0.00000000,-0.00000000,1.00000000
144,track,1784510367,117573374,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000144.png,0.03647528,0.00256338,0.51257581,0.00091432,0.03976369,0.00475169,0.99919742,0.12673597,4.55721378,0.54998004,-1.32068801,0.77372026,0.12087414,0.99679297,-0.00942304,0.07947249,0.03647528,0.00956847,0.99995261,-0.00144936,0.00256338,-0.07945458,0.00220496,0.99683541,0.51257581,-0.00000000,-0.00000000,-0.00000000,1.00000000
145,track,1784510367,184215988,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000145.png,0.03886792,0.00125152,0.51350093,0.00798417,0.06457252,0.00358560,0.99787468,0.94743687,7.40100527,0.47303075,0.82665581,2.84358215,-0.08269750,0.99163550,-0.00612485,0.12892804,0.03886792,0.00818707,0.99984628,-0.01547142,0.00125152,-0.12881304,0.01639737,0.99153262,0.51350093,-0.00000000,-0.00000000,-0.00000000,1.00000000
146,track,1784510367,234209653,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000146.png,0.03980474,0.00091943,0.51201886,0.01179352,0.08412313,0.00233673,0.99638283,1.38884532,9.64727402,0.38594809,0.45189771,2.24451303,-0.12306698,0.98583615,-0.00267235,0.16769297,0.03980474,0.00664076,0.99971032,-0.02310866,0.00091943,-0.16758230,0.02389477,0.98556775,0.51201886,-0.00000000,-0.00000000,-0.00000000,1.00000000
147,track,1784510367,317574580,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000147.png,0.03962165,0.00079656,0.51181376,0.01104095,0.08665349,0.00276315,0.99617350,1.30752182,9.93800545,0.43153417,-0.08899130,0.29170048,0.03784248,0.98496753,-0.00359169,0.17270502,0.03962165,0.00741861,0.99974036,-0.02151861,0.00079656,-0.17258257,0.02247617,0.98473793,0.51181376,-0.00000000,-0.00000000,-0.00000000,1.00000000
148,track,1784510367,384215408,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000148.png,0.03985640,0.00041511,0.51151043,0.01183505,0.08737601,0.00225567,0.99610257,1.39490914,10.02147293,0.38180074,0.09595909,0.08229863,-0.05086697,0.98472112,-0.00242556,0.17412448,0.03985640,0.00656196,0.99970913,-0.02318375,0.00041511,-0.17401733,0.02397192,0.98444998,0.51151043,-0.00000000,-0.00000000,-0.00000000,1.00000000
149,track,1784510367,450879363,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000149.png,0.03974055,0.00023905,0.51142007,0.01300658,0.08578743,0.00170876,0.99622709,1.52421081,9.83914852,0.32775518,0.13868847,-0.18359564,-0.04879538,0.98527569,-0.00117302,0.17097214,0.03974055,0.00563624,0.99965519,-0.02562192,0.00023905,-0.17088284,0.02620810,0.98494190,0.51142007,-0.00000000,-0.00000000,-0.00000000,1.00000000
150,track,1784510367,500891609,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000150.png,0.03977540,0.00013475,0.51189536,0.01541886,0.08418963,-0.00093699,0.99633002,1.77681434,9.65934372,0.04237563,0.30136985,-0.18713965,-0.27645352,0.98582304,0.00446333,0.16773258,0.03977540,0.00072911,0.99952209,-0.03088240,0.00013475,-0.16778998,0.03056668,0.98534793,0.51189536,-0.00000000,-0.00000000,-0.00000000,1.00000000
151,track,1784510367,567605397,camera_color_optical_frame,/home/bit/ffs+fp+sam/fp/stereo_tracker_fast_outputs/visualizations/000151.png,0.03894250,0.00055502,0.51006770,0.01272133,0.07947437,-0.00227278,0.99675316,1.45081222,9.11926937,-0.14558180,-0.29454494,-0.54555190,-0.16875422,0.98735797,0.00655285,0.15837499,0.03894250,-0.00250877,0.99966532,-0.02572140,0.00055502,-0.15849024,0.02499871,0.98704320,0.51006770,-0.00000000,-0.00000000,-0.00000000,1.00000000
